site,date,target,ambiguous_site_label,formula_protocol_review,any_formula_difference,reported_turbidity_nonmeter_or_missing_method,formula_checked
241118182407,2025-10-03,ecoli,False,False,False,False,True
241118182407,2026-01-04,ecoli,False,False,False,False,True
241118182407,2026-03-08,ecoli,False,False,False,False,True
241118182520,2025-03-02,ecoli,False,False,False,False,True
241118182520,2025-04-06,ecoli,False,False,False,False,True
241118182520,2025-05-04,ecoli,False,False,False,False,True
241118182520,2025-06-12,ecoli,False,False,False,False,True
241118182520,2025-10-03,ecoli,False,False,False,False,True
241118182520,2026-01-04,ecoli,False,False,False,False,True
241118182520,2026-03-08,ecoli,False,False,False,False,True
241118182616,2025-02-28,ecoli,False,False,False,False,True
241118182616,2025-04-04,ecoli,False,False,False,False,True
241118182616,2025-05-02,ecoli,False,False,False,False,True
241118182616,2025-06-06,ecoli,False,False,False,False,True
241118182616,2025-07-12,ecoli,False,False,False,False,True
241118182616,2025-08-02,ecoli,False,False,False,False,True
241118182616,2025-09-13,ecoli,False,False,False,False,True
241118182616,2025-10-03,ecoli,False,False,False,False,True
241118182616,2026-01-02,ecoli,False,False,False,False,True
241118182616,2026-01-30,ecoli,False,False,False,False,True
241118182616,2026-03-06,ecoli,False,False,False,False,True
241118183206,2025-04-04,ecoli,False,False,False,False,True
241118183206,2025-05-02,ecoli,False,False,False,False,True
241118183206,2025-06-06,ecoli,False,False,False,False,True
241118183206,2025-07-12,ecoli,False,False,False,False,True
241118183206,2025-08-02,ecoli,False,False,False,False,True
241118183206,2025-09-13,ecoli,False,False,False,False,True
241118183206,2025-10-03,ecoli,False,False,False,False,True
241118183206,2026-01-02,ecoli,False,False,False,False,True
241118183308,2025-02-28,ecoli,False,False,False,False,True
241118183308,2025-04-04,ecoli,False,False,False,False,True
241118183308,2025-05-02,ecoli,False,False,False,False,True
241118183308,2025-06-06,ecoli,False,False,False,False,True
241118183308,2025-07-12,ecoli,False,False,False,False,True
241118183308,2025-08-02,ecoli,False,False,False,False,True
241118183308,2025-09-13,ecoli,False,False,False,False,True
241118183308,2025-10-03,ecoli,False,False,False,False,True
241118183308,2026-01-02,ecoli,False,False,False,False,True
241118183404,2025-02-28,ecoli,False,False,False,False,True
241118183404,2025-04-04,ecoli,False,False,False,False,True
241118183404,2025-05-02,ecoli,False,False,False,False,True
241118183404,2025-06-06,ecoli,False,False,False,False,True
241118183404,2025-07-12,ecoli,False,False,False,False,True
241118183404,2025-07-22,ecoli,False,False,False,False,True
241118183404,2025-08-02,ecoli,False,False,False,False,True
241118183404,2025-09-13,ecoli,False,False,False,False,True
241118183404,2025-10-03,ecoli,False,False,False,False,True
241118183404,2026-01-02,ecoli,False,False,False,False,True
241118183501,2025-02-28,ecoli,False,False,False,False,True
241118183501,2025-04-04,ecoli,False,False,False,False,True
241118183501,2025-05-02,ecoli,False,False,False,False,True
241118183501,2025-06-06,ecoli,False,False,False,False,True
241118183501,2025-10-03,ecoli,False,False,False,False,True
241118183501,2026-01-02,ecoli,False,False,False,False,True
241118183629,2025-02-28,ecoli,False,False,False,False,True
241118183629,2025-04-04,ecoli,False,False,False,False,True
241118183629,2025-05-02,ecoli,False,False,False,False,True
241118183629,2025-06-06,ecoli,False,False,False,False,True
241118183629,2025-10-03,ecoli,False,False,False,False,True
241118183629,2026-01-02,ecoli,False,False,False,False,True
241118183629,2026-01-30,ecoli,False,False,False,False,True
241118183629,2026-03-06,ecoli,False,False,False,False,True
251204215153,2026-03-06,ecoli,False,False,False,False,True
251204215814,2026-03-06,ecoli,False,False,False,False,True
251204220155,2026-03-06,ecoli,False,False,False,False,True
5303305,2025-01-21,ecoli,False,False,False,False,True
5303305,2025-04-15,ecoli,False,False,False,False,True
5303305,2025-05-27,ecoli,False,False,False,False,True
5303305,2025-06-30,ecoli,False,False,False,False,True
5303305,2025-07-28,ecoli,False,False,False,False,True
5303305,2025-08-18,ecoli,False,False,False,False,True
5303305,2025-09-19,ecoli,False,False,False,False,True
5303305,2025-09-21,ecoli,False,False,False,False,True
5303305,2025-10-19,ecoli,False,False,False,False,True
5303305,2025-11-26,ecoli,False,False,False,False,True
5303305,2025-12-12,ecoli,False,False,False,False,True
5303305,2026-01-24,ecoli,False,False,False,False,True
5303305,2026-02-24,ecoli,False,False,False,False,True
5303305,2026-03-29,ecoli,False,False,False,False,True
5303306,2025-02-02,ecoli,False,False,False,False,True
5303306,2025-03-02,ecoli,False,False,False,False,True
5303306,2025-04-05,ecoli,False,False,False,False,True
5303306,2025-05-04,ecoli,False,False,False,False,True
5303306,2025-06-01,ecoli,False,False,False,False,True
5303306,2025-07-06,ecoli,False,False,False,False,True
5303306,2025-08-03,ecoli,False,False,False,False,True
5303306,2025-09-07,ecoli,False,False,False,False,True
5303306,2025-10-12,ecoli,False,False,False,False,True
5303306,2025-12-06,ecoli,False,False,False,False,True
5303306,2026-01-04,ecoli,False,False,False,False,True
5303306,2026-02-01,ecoli,False,False,False,False,True
5303308,2025-01-12,ecoli,False,False,False,False,True
5303308,2025-02-08,ecoli,False,False,False,False,True
5303308,2025-03-08,ecoli,False,False,False,False,True
5303308,2025-04-12,ecoli,False,False,False,False,True
5303308,2025-05-10,ecoli,False,False,False,False,True
5303308,2025-06-15,ecoli,False,False,False,False,True
5303308,2025-07-19,ecoli,False,False,False,False,True
5303308,2025-08-16,ecoli,False,False,False,False,True
5303308,2025-09-19,ecoli,False,False,False,False,True
5303308,2025-10-11,ecoli,False,False,False,False,True
5303308,2025-11-09,ecoli,False,False,False,False,True
5303309,2025-01-11,ecoli,False,False,False,False,True
5303309,2025-04-12,ecoli,False,False,False,False,True
5303309,2025-07-19,ecoli,False,False,False,False,True
5303309,2025-09-19,ecoli,False,False,False,False,True
53033100,2025-05-04,ecoli,False,False,False,False,True
53033100,2025-06-08,ecoli,False,False,False,False,True
53033100,2025-06-09,ecoli,False,False,False,False,True
53033100,2025-07-14,ecoli,False,False,False,False,True
53033100,2025-08-03,ecoli,False,False,False,False,True
53033100,2025-09-10,ecoli,False,False,False,False,True
53033101,2025-03-06,ecoli,False,False,False,False,True
53033101,2025-04-08,ecoli,False,False,False,False,True
53033101,2025-05-09,ecoli,False,False,False,False,True
53033101,2025-06-20,ecoli,False,False,False,False,True
53033101,2025-07-25,ecoli,False,False,False,False,True
53033101,2025-08-29,ecoli,False,False,False,False,True
53033101,2025-09-20,ecoli,False,False,False,False,True
53033101,2025-10-10,ecoli,False,False,False,False,True
53033101,2025-11-14,ecoli,False,False,False,False,True
53033101,2025-12-19,ecoli,False,False,False,False,True
53033101,2026-01-09,ecoli,False,False,False,False,True
53033101,2026-02-06,ecoli,False,False,False,False,True
53033101,2026-03-14,ecoli,False,False,False,False,True
53033102,2025-04-29,ecoli,False,False,False,False,True
53033103,2026-02-18,ecoli,False,False,False,False,True
53033104,2025-04-01,ecoli,False,False,False,False,True
53033104,2025-05-04,ecoli,False,False,False,False,True
53033104,2025-06-09,ecoli,False,False,False,False,True
53033104,2025-07-08,ecoli,False,False,False,False,True
53033104,2025-07-11,ecoli,False,False,False,False,True
53033104,2025-08-13,ecoli,False,False,False,False,True
53033104,2025-09-11,ecoli,False,False,False,False,True
53033104,2025-12-20,ecoli,False,False,False,False,True
53033105,2025-03-22,ecoli,False,False,False,False,True
53033105,2025-04-15,ecoli,False,False,False,False,True
53033105,2025-05-21,ecoli,False,False,False,False,True
53033105,2025-06-11,ecoli,False,False,False,False,True
53033105,2025-07-15,ecoli,False,False,False,False,True
53033105,2025-08-19,ecoli,False,False,False,False,True
53033105,2025-09-17,ecoli,False,False,False,False,True
53033105,2025-10-22,ecoli,False,False,False,False,True
53033105,2025-11-18,ecoli,False,False,False,False,True
53033105,2025-12-16,ecoli,False,False,False,False,True
53033105,2026-03-21,ecoli,False,False,False,False,True
5303318,2025-01-12,ecoli,False,False,False,False,True
5303318,2025-02-08,ecoli,False,False,False,False,True
5303318,2025-03-08,ecoli,False,False,False,False,True
5303318,2025-04-12,ecoli,False,False,False,False,True
5303318,2025-05-10,ecoli,False,False,False,False,True
5303318,2025-06-15,ecoli,False,False,False,False,True
5303318,2025-07-19,ecoli,False,False,False,False,True
5303318,2025-08-16,ecoli,False,False,False,False,True
5303318,2025-09-19,ecoli,False,False,False,False,True
5303318,2025-10-11,ecoli,False,False,False,False,True
5303318,2025-11-08,ecoli,False,False,False,False,True
5303319,2025-01-11,ecoli,False,False,False,False,True
5303319,2025-04-12,ecoli,False,False,False,False,True
5303319,2025-07-19,ecoli,False,False,False,False,True
5303319,2025-09-19,ecoli,False,False,False,False,True
5303320,2025-03-02,ecoli,False,False,False,False,True
5303320,2025-04-05,ecoli,False,False,False,False,True
5303320,2025-05-04,ecoli,False,False,False,False,True
5303320,2025-06-01,ecoli,False,False,False,False,True
5303320,2025-07-06,ecoli,False,False,False,False,True
5303320,2025-08-03,ecoli,False,False,False,False,True
5303320,2025-09-07,ecoli,False,False,False,False,True
5303320,2025-10-12,ecoli,False,False,False,False,True
5303320,2025-12-07,ecoli,False,False,False,False,True
5303320,2026-01-05,ecoli,False,False,False,False,True
5303320,2026-02-01,ecoli,False,False,False,False,True
5303321,2025-01-30,ecoli,False,False,False,False,True
5303321,2025-03-19,ecoli,False,False,False,False,True
5303321,2025-04-18,ecoli,False,False,False,False,True
5303321,2025-05-20,ecoli,False,False,False,False,True
5303321,2025-06-21,ecoli,False,False,False,False,True
5303321,2025-07-24,ecoli,False,False,False,False,True
5303321,2025-08-25,ecoli,False,False,False,False,True
5303321,2025-09-24,ecoli,False,False,False,False,True
5303321,2025-10-27,ecoli,False,False,False,False,True
5303321,2025-11-27,ecoli,False,False,False,False,True
5303321,2025-12-29,ecoli,False,False,False,False,True
5303321,2026-01-28,ecoli,False,False,False,False,True
5303321,2026-02-23,ecoli,False,False,False,False,True
5303321,2026-03-26,ecoli,False,False,False,False,True
5303322,2026-01-17,ecoli,False,False,False,False,True
5303322,2026-02-22,ecoli,False,False,False,False,True
5303335,2025-01-26,ecoli,False,False,False,False,True
5303335,2025-03-09,ecoli,False,False,False,False,True
5303335,2025-05-24,ecoli,False,False,False,False,True
5303346,2025-01-02,ecoli,False,False,True,False,True
5303346,2025-01-21,ecoli,False,False,True,False,True
5303346,2025-02-02,ecoli,False,False,True,False,True
5303346,2025-02-18,ecoli,False,False,True,False,True
5303346,2025-03-25,ecoli,False,False,False,False,True
5303346,2025-04-08,ecoli,False,False,False,False,True
5303346,2025-04-22,ecoli,False,False,False,False,True
5303346,2025-05-05,ecoli,False,False,False,False,True
5303346,2025-05-20,ecoli,False,False,False,False,True
5303346,2025-08-03,ecoli,False,False,False,False,True
5303346,2025-08-28,ecoli,False,False,False,False,True
5303346,2025-08-30,ecoli,False,False,False,False,True
5303346,2025-10-15,ecoli,False,False,False,False,True
5303346,2025-10-25,ecoli,False,False,False,False,True
5303346,2025-11-19,ecoli,False,False,False,False,True
5303346,2026-01-04,ecoli,False,False,False,False,True
5303360,2025-01-23,ecoli,False,False,False,False,True
5303360,2025-02-27,ecoli,False,False,False,False,True
5303360,2025-03-20,ecoli,False,False,False,False,True
5303360,2025-04-26,ecoli,False,False,False,False,True
5303360,2025-05-19,ecoli,False,False,False,False,True
5303360,2025-07-29,ecoli,False,False,False,False,True
5303360,2025-08-14,ecoli,False,False,False,False,True
5303360,2025-09-30,ecoli,False,False,False,False,True
5303360,2025-10-14,ecoli,False,False,False,False,True
5303360,2025-11-24,ecoli,False,False,False,False,True
5303360,2026-01-20,ecoli,False,False,False,False,True
5303361,2025-01-23,ecoli,False,False,False,False,True
5303361,2025-02-27,ecoli,False,False,False,False,True
5303361,2025-03-20,ecoli,False,False,False,False,True
5303361,2025-04-26,ecoli,False,False,False,False,True
5303361,2025-05-19,ecoli,False,False,False,False,True
5303361,2025-07-29,ecoli,False,False,False,False,True
5303361,2025-08-14,ecoli,False,False,False,False,True
5303361,2025-09-30,ecoli,False,False,False,False,True
5303361,2025-10-14,ecoli,False,False,False,False,True
5303361,2025-11-24,ecoli,False,False,False,False,True
5303361,2026-01-20,ecoli,False,False,False,False,True
5303371,2025-01-14,ecoli,False,False,False,False,True
5303371,2025-02-28,ecoli,False,False,False,False,True
5303371,2025-03-17,ecoli,False,False,False,False,True
5303371,2025-04-17,ecoli,False,False,False,False,True
5303371,2025-05-15,ecoli,False,False,False,False,True
5303371,2025-06-23,ecoli,False,False,False,False,True
5303371,2025-07-21,ecoli,False,False,False,False,True
5303371,2025-08-29,ecoli,False,False,False,False,True
5303371,2025-10-13,ecoli,False,False,False,False,True
5303371,2026-02-05,ecoli,False,False,False,False,True
5303383,2025-01-24,ecoli,False,False,False,False,True
5303383,2025-02-27,ecoli,False,False,False,False,True
5303383,2025-03-20,ecoli,False,False,False,False,True
5303383,2025-04-26,ecoli,False,False,False,False,True
5303383,2025-05-19,ecoli,False,False,False,False,True
5303383,2025-07-29,ecoli,False,False,False,False,True
5303383,2025-08-14,ecoli,False,False,False,False,True
5303383,2025-09-30,ecoli,False,False,False,False,True
5303383,2025-10-14,ecoli,False,False,False,False,True
5303383,2025-11-24,ecoli,False,False,False,False,True
5303383,2026-01-20,ecoli,False,False,False,False,True
5303384,2025-01-24,ecoli,False,False,False,False,True
5303384,2025-02-27,ecoli,False,False,False,False,True
5303384,2025-03-20,ecoli,False,False,False,False,True
5303384,2025-04-26,ecoli,False,False,False,False,True
5303384,2025-05-19,ecoli,False,False,False,False,True
5303384,2025-07-29,ecoli,False,False,False,False,True
5303384,2025-08-14,ecoli,False,False,False,False,True
5303384,2025-09-30,ecoli,False,False,False,False,True
5303384,2025-10-14,ecoli,False,False,False,False,True
5303384,2025-11-24,ecoli,False,False,False,False,True
5303384,2026-01-20,ecoli,False,False,False,False,True
5303386,2025-01-30,ecoli,False,False,False,False,True
5303386,2025-03-04,ecoli,False,False,False,False,True
5303386,2025-04-16,ecoli,False,False,False,False,True
5303386,2025-05-06,ecoli,False,False,False,False,True
5303391,2025-06-07,ecoli,True,False,False,False,True
5303391,2025-07-17,ecoli,True,False,False,False,True
5303391,2025-08-03,ecoli,True,False,False,False,True
5303391,2025-08-12,ecoli,True,False,False,False,True
5303391,2025-09-11,ecoli,True,False,False,False,True
5303391,2025-10-04,ecoli,True,False,False,False,True
5303391,2025-10-12,ecoli,True,False,False,False,True
5303391,2025-11-09,ecoli,True,False,False,False,True
5303391,2025-12-04,ecoli,True,False,False,False,True
5303391,2026-01-04,ecoli,True,False,False,False,True
5303391,2026-01-29,ecoli,True,False,False,False,True
5303391,2026-01-31,ecoli,True,False,False,False,True
5303391,2026-02-26,ecoli,True,False,False,False,True
5303391,2026-03-14,ecoli,True,False,False,False,True
5303391,2026-03-29,ecoli,True,False,False,False,True
5303392,2025-04-12,ecoli,True,False,False,False,True
5303392,2025-05-09,ecoli,True,False,False,False,True
5303392,2025-05-11,ecoli,True,False,False,False,True
5303392,2025-05-29,ecoli,True,False,False,False,True
5303392,2025-06-06,ecoli,True,False,False,False,True
5303392,2025-06-23,ecoli,True,False,False,False,True
5303392,2025-07-02,ecoli,True,False,False,False,True
5303392,2025-07-17,ecoli,True,False,False,False,True
5303392,2025-08-02,ecoli,True,False,False,False,True
5303392,2025-08-30,ecoli,True,False,False,False,True
5303392,2025-09-24,ecoli,True,False,False,False,True
5303392,2025-10-23,ecoli,True,False,False,False,True
5303392,2025-11-21,ecoli,True,False,False,False,True
5303392,2025-12-20,ecoli,True,False,False,False,True
5303392,2026-01-16,ecoli,True,False,False,False,True
5303392,2026-02-15,ecoli,True,False,False,False,True
5303392,2026-03-11,ecoli,True,False,False,False,True
5303392,2026-04-11,ecoli,True,False,False,False,True
5303393,2025-07-04,ecoli,True,False,False,False,True
5303393,2025-08-02,ecoli,True,False,False,False,True
5303393,2025-08-16,ecoli,True,False,False,False,True
5303393,2025-09-13,ecoli,True,False,False,False,True
5303393,2025-11-22,ecoli,True,False,False,False,True
5303393,2026-01-17,ecoli,True,False,False,False,True
5303393,2026-02-25,ecoli,True,False,False,False,True
5303393,2026-04-10,ecoli,True,False,False,False,True
5303394,2025-05-24,ecoli,True,False,False,False,True
5303394,2025-06-22,ecoli,True,False,False,False,True
5303394,2025-07-08,ecoli,True,False,False,False,True
5303394,2025-07-18,ecoli,True,False,False,False,True
5303394,2025-08-10,ecoli,True,False,False,False,True
5303394,2025-08-14,ecoli,True,False,False,False,True
5303394,2025-09-02,ecoli,True,False,False,False,True
5303394,2025-09-14,ecoli,True,False,False,False,True
5303394,2025-10-03,ecoli,True,False,False,False,True
5303394,2025-10-12,ecoli,True,False,False,False,True
5303394,2025-11-09,ecoli,True,False,False,False,True
5303394,2025-11-28,ecoli,True,False,False,False,True
5303394,2025-12-07,ecoli,True,False,False,False,True
5303394,2025-12-27,ecoli,True,False,False,False,True
5303394,2026-01-04,ecoli,True,False,False,False,True
5303394,2026-01-17,ecoli,True,False,False,False,True
5303394,2026-02-11,ecoli,True,False,False,False,True
5303394,2026-02-28,ecoli,True,False,False,False,True
5303394,2026-03-14,ecoli,True,False,False,False,True
5303394,2026-03-28,ecoli,True,False,False,False,True
5303395,2025-02-20,ecoli,True,False,False,False,True
5303395,2025-04-17,ecoli,True,False,False,False,True
5303395,2025-05-31,ecoli,True,False,False,False,True
5303395,2025-06-14,ecoli,True,False,False,False,True
5303395,2025-06-29,ecoli,True,False,False,False,True
5303395,2025-07-10,ecoli,True,False,False,False,True
5303395,2025-08-07,ecoli,True,False,False,False,True
5303395,2025-08-24,ecoli,True,False,False,False,True
5303395,2025-09-04,ecoli,True,False,False,False,True
5303395,2025-09-21,ecoli,True,False,False,False,True
5303395,2025-10-03,ecoli,True,False,False,False,True
5303395,2025-11-26,ecoli,True,False,False,False,True
5303395,2025-12-14,ecoli,True,False,False,False,True
5303395,2025-12-27,ecoli,True,False,False,False,True
5303395,2026-02-07,ecoli,True,False,False,False,True
5303395,2026-02-22,ecoli,True,False,False,False,True
5303396,2025-06-01,ecoli,True,False,False,False,True
5303396,2025-08-13,ecoli,True,False,False,False,True
5303396,2025-09-16,ecoli,True,False,False,False,True
5303396,2025-10-08,ecoli,True,False,False,False,True
5303396,2025-10-30,ecoli,True,False,False,False,True
5303396,2025-11-30,ecoli,True,False,False,False,True
5303396,2026-01-11,ecoli,True,False,False,False,True
5303396,2026-01-24,ecoli,True,False,False,False,True
5303396,2026-01-26,ecoli,True,False,False,False,True
5303396,2026-02-06,ecoli,True,False,False,False,True
5303396,2026-03-01,ecoli,True,False,False,False,True
5303396,2026-03-22,ecoli,True,False,False,False,True
5303396,2026-04-05,ecoli,True,False,False,False,True
5303397,2025-07-11,ecoli,True,False,False,False,True
5303397,2025-07-26,ecoli,True,False,False,False,True
5303397,2025-08-06,ecoli,True,False,False,False,True
5303397,2025-08-24,ecoli,True,False,False,False,True
5303397,2025-09-21,ecoli,True,False,False,False,True
5303397,2025-11-15,ecoli,True,False,False,False,True
5303397,2026-02-07,ecoli,True,False,False,False,True
5303397,2026-03-07,ecoli,True,False,False,False,True
5303398,2025-06-01,ecoli,True,False,False,False,True
5303398,2025-06-29,ecoli,True,False,False,False,True
5303398,2025-07-13,ecoli,True,False,False,False,True
5303398,2025-07-25,ecoli,True,False,False,False,True
5303398,2025-09-21,ecoli,True,False,False,False,True
5303398,2025-10-19,ecoli,True,False,False,False,True
5303398,2025-11-16,ecoli,True,False,False,False,True
5303398,2025-12-13,ecoli,True,False,False,False,True
5303398,2026-01-10,ecoli,True,False,False,False,True
5303398,2026-02-08,ecoli,True,False,False,False,True
5303398,2026-02-22,ecoli,True,False,False,False,True
5303398,2026-03-09,ecoli,True,False,False,False,True
5303398,2026-03-22,ecoli,True,False,False,False,True
5306101,2025-01-30,ecoli,False,False,False,False,True
5306101,2025-02-23,ecoli,False,False,False,False,True
5306101,2025-03-30,ecoli,False,False,False,False,True
5306101,2025-04-28,ecoli,False,False,False,False,True
5306101,2025-05-17,ecoli,False,False,False,False,True
5306101,2025-06-28,ecoli,False,False,False,False,True
5306101,2025-07-21,ecoli,False,False,False,False,True
5306101,2025-09-06,ecoli,False,False,False,False,True
5306103,2025-01-30,ecoli,False,False,False,False,True
5306103,2025-03-19,ecoli,False,False,False,False,True
5306103,2025-04-17,ecoli,False,False,False,False,True
5306103,2025-05-20,ecoli,False,False,False,False,True
5306103,2025-06-21,ecoli,False,False,False,False,True
5306103,2025-07-24,ecoli,False,False,False,False,True
5306103,2025-08-25,ecoli,False,False,False,False,True
5306103,2025-09-24,ecoli,False,False,False,False,True
5306103,2025-10-27,ecoli,False,False,False,False,True
5306103,2025-11-28,ecoli,False,False,False,False,True
5306103,2025-12-29,ecoli,False,False,False,False,True
5306103,2026-01-28,ecoli,False,False,False,False,True
5306103,2026-02-23,ecoli,False,False,False,False,True
5306103,2026-03-27,ecoli,False,False,False,False,True
241118180336,2025-03-01,other_coliform,False,False,False,False,True
241118180336,2025-04-05,other_coliform,False,False,False,False,True
241118180336,2025-05-03,other_coliform,False,False,False,False,True
241118180336,2026-01-03,other_coliform,False,False,False,False,True
241118180336,2026-01-31,other_coliform,False,False,False,False,True
241118180336,2026-03-07,other_coliform,False,False,False,False,True
241118181240,2025-03-01,other_coliform,False,False,False,False,True
241118181240,2025-04-05,other_coliform,False,False,False,False,True
241118181240,2025-05-03,other_coliform,False,False,False,False,True
241118181240,2026-01-03,other_coliform,False,False,False,False,True
241118181240,2026-01-31,other_coliform,False,False,False,False,True
241118181240,2026-03-07,other_coliform,False,False,False,False,True
241118181609,2025-03-01,other_coliform,False,False,False,False,True
241118181609,2025-04-05,other_coliform,False,False,False,False,True
241118181609,2025-05-03,other_coliform,False,False,False,False,True
241118181609,2025-07-12,other_coliform,False,False,False,False,True
241118181609,2025-08-02,other_coliform,False,False,False,False,True
241118181609,2025-09-13,other_coliform,False,False,False,False,True
241118181609,2025-10-07,other_coliform,False,False,False,False,True
241118181609,2026-01-03,other_coliform,False,False,False,False,True
241118181609,2026-01-31,other_coliform,False,False,False,False,True
241118181609,2026-03-07,other_coliform,False,False,False,False,True
241118181741,2025-03-01,other_coliform,False,False,False,False,True
241118181741,2025-04-05,other_coliform,False,False,False,False,True
241118181741,2025-05-03,other_coliform,False,False,False,False,True
241118181741,2026-01-03,other_coliform,False,False,False,False,True
241118181741,2026-01-31,other_coliform,False,False,False,False,True
241118181741,2026-03-07,other_coliform,False,False,False,False,True
241118181852,2025-03-01,other_coliform,False,False,False,False,True
241118181852,2025-04-05,other_coliform,False,False,False,False,True
241118181852,2025-05-03,other_coliform,False,False,False,False,True
241118182046,2025-03-02,other_coliform,False,False,False,False,True
241118182046,2025-04-06,other_coliform,False,False,False,False,True
241118182046,2025-05-04,other_coliform,False,False,False,False,True
241118182150,2025-03-02,other_coliform,False,False,False,False,True
241118182150,2025-04-06,other_coliform,False,False,False,False,True
241118182150,2025-05-04,other_coliform,False,False,False,False,True
241118182150,2025-06-12,other_coliform,False,False,False,False,True
241118182150,2025-07-12,other_coliform,False,False,False,False,True
241118182150,2025-08-02,other_coliform,False,False,False,False,True
241118182150,2025-09-13,other_coliform,False,False,False,False,True
241118182150,2025-10-03,other_coliform,False,False,False,False,True
241118182150,2026-01-04,other_coliform,False,False,False,False,True
241118182150,2026-03-08,other_coliform,False,False,False,False,True
241118182245,2025-03-02,other_coliform,False,False,False,False,True
241118182245,2025-04-06,other_coliform,False,False,False,False,True
241118182245,2025-05-04,other_coliform,False,False,False,False,True
241118182245,2025-06-12,other_coliform,False,False,False,False,True
241118182245,2025-10-03,other_coliform,False,False,False,False,True
241118182245,2026-01-04,other_coliform,False,False,False,False,True
241118182245,2026-03-08,other_coliform,False,False,False,False,True
241118182407,2025-03-02,other_coliform,False,False,False,False,True
241118182407,2025-04-06,other_coliform,False,False,False,False,True
241118182407,2025-05-04,other_coliform,False,False,False,False,True
241118182407,2025-06-12,other_coliform,False,False,False,False,True
241118182407,2025-10-03,other_coliform,False,False,False,False,True
241118182407,2026-01-04,other_coliform,False,False,False,False,True
241118182407,2026-03-08,other_coliform,False,False,False,False,True
241118182520,2025-03-02,other_coliform,False,False,False,False,True
241118182520,2025-04-06,other_coliform,False,False,False,False,True
241118182520,2025-05-04,other_coliform,False,False,False,False,True
241118182520,2025-06-12,other_coliform,False,False,False,False,True
241118182520,2025-10-03,other_coliform,False,False,False,False,True
241118182520,2026-01-04,other_coliform,False,False,False,False,True
241118182520,2026-03-08,other_coliform,False,False,False,False,True
